start_station_id,start_station_name,start_lat,start_lng,matched_station_id,matched_station_name,GEOID,match_method,confidence_note
1234.56,Morgan HCT Charging,40.70894799999999,-73.93277700000006,,,,no_name_match_coordinate_far,unmatched (nearest 208.4 m)
190 Morgan,190 Morgan,40.711071680975735,-73.9320957361997,,,,no_name_match_coordinate_far,unmatched (nearest 143.6 m)
3138.09,58 St & 2 Ave,40.644512,-74.02150599999999,,,,no_name_match_coordinate_far,unmatched (nearest 167.6 m)
3460.06,2 Ave & 37 St,40.65624,-74.00932999999999,,,,no_name_match_coordinate_far,unmatched (nearest 108.2 m)
4199.13,Carlton Ave & St Marks Ave,40.67911856082166,-73.97176265716553,,,,no_name_match_coordinate_far,unmatched (nearest 197.9 m)
4956.02,Humboldt St & Varet St,40.7031724,-73.94063599999998,,,,no_name_match_coordinate_far,unmatched (nearest 161.3 m)
5329.03,West St & Chambers St,40.71754834000001,-74.01322069000001,,,,no_name_match_coordinate_far,unmatched (nearest 224.2 m)
5348.02,Wythe Ave & Metropolitan Ave,40.71688699999999,-73.963198,,,,no_name_match_coordinate_far,unmatched (nearest 151.6 m)
5500.07,6 Ave & Canal St,40.72243797,-74.00566443000001,,,,no_name_match_coordinate_far,unmatched (nearest 136.5 m)
5829.12,E 11 St & Broadway,40.732617869999984,-73.99158043,,,,no_name_match_coordinate_far,unmatched (nearest 123.9 m)
5854.1,Stuyvesant Walk & 1 Ave Loop,40.73233977715106,-73.97898383438587,,,,no_name_match_coordinate_far,unmatched (nearest 210.0 m)
5854.10,Stuyvesant Walk & 1 Ave Loop,40.73233977715103,-73.97898383438587,,,,no_name_match_coordinate_far,unmatched (nearest 210.0 m)
6234.08,59 St & 41 Ave,40.744576999999985,-73.90598600000001,,,,no_name_match_coordinate_far,unmatched (nearest 101.7 m)
6462.09,29 St & 40 Ave,40.75217,-73.93587999999998,,,,no_name_match_coordinate_far,unmatched (nearest 203.8 m)
6569.08,W 35 St & Dyer Ave,40.754691750226,-73.99740189313889,,,,no_name_match_coordinate_far,unmatched (nearest 126.2 m)
7453.01,Central Park W & W 91 St,40.78866499127882,-73.96680057048798,,,,no_name_match_coordinate_far,unmatched (nearest 210.7 m)
8667.01,Grand Concourse & E 197 St,40.86945,-73.89148000000002,,,,no_name_match_coordinate_far,unmatched (nearest 129.6 m)
LA Metro Demo 1,LA Metro Demo 1,34.02334959103625,-118.3089741767875,,,,no_name_match_coordinate_far,unmatched (nearest 3940249.4 m)
LA Metro Demo 2,LA Metro Demo 2,34.026214022171,-118.25157758625,,,,no_name_match_coordinate_far,unmatched (nearest 3935286.5 m)
LA Metro Demo 3,LA Metro Demo 3,34.02618,-118.2515,,,,no_name_match_coordinate_far,unmatched (nearest 3935281.5 m)
SYS016,Morgan Bike Mechanics,40.709627896823584,-73.93145710229872,,,,no_name_match_coordinate_far,unmatched (nearest 223.8 m)
SYS038,Morgan Loading Docks,40.709306335794295,-73.93117547035216,,,,no_name_match_coordinate_far,unmatched (nearest 263.4 m)
Shop Morgan,Shop Morgan,40.70987333941734,-73.9315938949585,,,,no_name_match_coordinate_far,unmatched (nearest 200.4 m)
